15;1076547602;147.228.57.22;9403dd38873890693d49ca5389e0b72b;/;
12;1076549128;68.38.21.26;2b592716b5387396f85f44e9e483a9a4;/ct/?c=153;http://www.shop3.cz/dt/?c=16657
14;1076549128;195.166.238.131;80f823fb3a9e61531a84d5e35da8db0f;/;http://www.shop.cz/
11;1076549128;66.196.90.122;625aadcedef1b0497f98bb0bdf89a441;/poradna/?th=27338&ths=1;
10;1076549131;195.166.238.131;3a04c8fd7a974f54548bfce2c5db70f0;/;http://www.shop.cz/
11;1076549133;195.166.238.131;bdce6b46060080b8a54563d188c35b96;/;http://www.shop.cz/
12;1076549138;195.166.238.131;eff6b65304f1d29599cdd4dada27f819;/;http://www.shop.cz/
17;1076549139;195.166.238.131;ebb2e7cd5b9b1e64e5458e26077d6784;/;http://www.shop.cz/
12;1076549139;68.38.21.26;2b592716b5387396f85f44e9e483a9a4;/dt/?c=9463;http://www.shop3.cz/ct/?c=153
15;1076549140;212.80.76.102;93ac2c7d1e545e97d1c3259b62056f77;/;
15;1076549140;212.80.76.102;93ac2c7d1e545e97d1c3259b62056f77;/;
15;1076549143;66.196.72.107;0e67a7c87e52079fa968eaaa2ae1005e;/poradna/?thread_id=13820&thread_srv_id=1;
14;1076549145;194.228.179.14;4182c1a971721b5624b222864c88b65d;/ls/?&id=49&view=1,2,3,4,12,25,13&pozice=60;http://www.shop4.cz/ls/?&id=49&view=1,2,3,4,12,25,13&pozice=40
12;1076549149;68.38.21.26;2b592716b5387396f85f44e9e483a9a4;/dt/obr.php?id=10799;
16;1076549150;195.166.238.131;4ca54a92bef39c6e6a9e032a81123074;/;http://www.shop.cz/
12;1076549157;195.166.238.131;eff6b65304f1d29599cdd4dada27f819;/dt/?c=9865;http://www.shop.cz/
11;1076549158;195.166.238.131;bdce6b46060080b8a54563d188c35b96;/dt/?c=10602;http://www.shop.cz/
10;1076549162;195.166.238.131;3a04c8fd7a974f54548bfce2c5db70f0;/dt/?c=6745;http://www.shop.cz/
16;1076549164;195.166.238.131;4ca54a92bef39c6e6a9e032a81123074;/dt/?c=13432;http://www.shop.cz/
14;1076549164;195.166.238.131;80f823fb3a9e61531a84d5e35da8db0f;/dt/?c=5005;http://www.shop.cz/
15;1076549165;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/dt/?c=6551;http://www.shop.cz/
10;1076549168;62.24.81.191;d24405e9ca48f5973ea4f3a37b4579e8;/?;http://stereomag.cz/read_clanek.php?id_cl=1380
17;1076549170;195.166.238.131;ebb2e7cd5b9b1e64e5458e26077d6784;/dt/?c=16065;http://www.shop.cz/
10;1076549173;62.24.81.191;d24405e9ca48f5973ea4f3a37b4579e8;/ct/?c=141;http://www.shop1.cz/?
12;1076549176;68.38.21.26;2b592716b5387396f85f44e9e483a9a4;/ct/?c=153;http://www.shop3.cz/dt/?c=16657
14;1076549179;64.68.82.142;6244812117aa820c79f4cc8e8a3ab0af;/dt/prisl.php?id=15279;
10;1076549180;62.24.81.191;d24405e9ca48f5973ea4f3a37b4579e8;/ls/?id=4;http://www.shop1.cz/ct/?c=141
15;1076549190;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/dt/?c=11400;http://www.shop5.cz/
15;1076549193;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/dt/?c=14381;http://www.shop5.cz/
15;1076549195;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/dt/?c=11407;http://www.shop5.cz/
17;1076549196;212.20.97.154;bf885f738b43b9b7531453aa9d841b45;/ls/?id=155&sort=45;http://www.shop7.cz/kontakt/
10;1076549196;62.24.81.191;d24405e9ca48f5973ea4f3a37b4579e8;/dt/?c=13723;http://www.shop1.cz/ls/?id=4
15;1076549196;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/dt/?c=13654;http://www.shop5.cz/
15;1076549200;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/akce/;http://www.shop5.cz/
14;1076549200;194.228.179.14;4182c1a971721b5624b222864c88b65d;/ct/?c=754;http://www.shop4.cz/dt/?c=14879
15;1076549200;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/txt/?c=547;http://www.shop5.cz/
10;1076549203;62.24.81.191;d24405e9ca48f5973ea4f3a37b4579e8;/dt/obr.php?id=16289;
15;1076549205;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/df/?tree=77&id=16347,16349;http://www.shop5.cz/
15;1076549206;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/znacka/?c=22;http://www.shop5.cz/
14;1076549206;194.228.179.14;4182c1a971721b5624b222864c88b65d;/ls/?id=171;http://www.shop4.cz/ct/?c=754
15;1076549212;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/ls/?id=20&filtr=80;http://www.shop5.cz/
15;1076549212;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/dt/?c=16021;http://www.shop5.cz/
14;1076549212;194.228.179.14;4182c1a971721b5624b222864c88b65d;/ls/index.php?&id=171&view=2,3,7&sort=,4;http://www.shop4.cz/ls/?id=171
15;1076549216;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/znacka/?c=80;http://www.shop5.cz/
15;1076549217;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/df/?tree=76&id=14687,14688,14689;http://www.shop5.cz/
15;1076549222;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/dt/?c=14564;http://www.shop5.cz/
15;1076549222;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/df/?tree=76&id=13716,13715,13714;http://www.shop5.cz/
14;1076549224;194.228.179.14;4182c1a971721b5624b222864c88b65d;/dt/?c=14827;http://www.shop4.cz/ls/index.php?&id=171&view=2,3,7&sort=,4
15;1076549224;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/znacka/?c=188;http://www.shop5.cz/
15;1076549225;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/znacka/?c=68;http://www.shop5.cz/
15;1076549228;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/findf/?full=iMP-550;http://www.shop5.cz/
15;1076549228;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/dt/?c=10631;http://www.shop5.cz/
15;1076549231;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/dt/?c=12092;http://www.shop5.cz/
15;1076549232;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/txt/?c=745;http://www.shop5.cz/
15;1076549235;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/mailp/?link=%2F;http://www.shop5.cz/
15;1076549235;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/znacka/;http://www.shop5.cz/
14;1076549238;66.196.90.132;6141b30190112a18dcf31a19b85f94ad;/dt/?c=3204&tisk=ano;
15;1076549238;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/?tisk=ano;http://www.shop5.cz/
15;1076549238;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/splatky/;http://www.shop5.cz/
15;1076549240;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/reklamace/;http://www.shop5.cz/
15;1076549242;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/dolozka/;http://www.shop5.cz/
15;1076549244;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/mailr/;http://www.shop5.cz/
15;1076549245;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/findp/;http://www.shop5.cz/
15;1076549247;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/popup/?id=261;http://www.shop5.cz/
15;1076549248;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/ls/?id=75;http://www.shop5.cz/
15;1076549249;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/ct/?c=173;http://www.shop5.cz/
15;1076549253;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/ls/?id=76;http://www.shop5.cz/
15;1076549254;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/ls/?id=77;http://www.shop5.cz/
16;1076549257;65.54.188.42;904eb04b04ba1122177bcbb055249721;/dt/?c=10634&tisk=ano;
15;1076549259;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/ct/?c=174;http://www.shop5.cz/
15;1076549263;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/ls/?id=20;http://www.shop5.cz/
15;1076549265;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/findp/strom.php?;http://www.shop5.cz/
12;1076549266;66.196.90.7;d882d09fd19724310a35cb58f5023750;/dt/?c=13228;
15;1076549267;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/ls/?id=10;http://www.shop5.cz/
15;1076549268;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/obchody-elektro/;http://www.shop5.cz/
15;1076549273;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/kosik/;http://www.shop5.cz/
15;1076549274;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/kontakt/;http://www.shop5.cz/
16;1076549275;65.54.188.42;12e2cb77ceba36e93492715846ca6d0e;/dt/?c=15555&tisk=ano&tisk=ano;
15;1076549275;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/mailf/;http://www.shop5.cz/
15;1076549277;195.166.238.131;6c3ee0e598eaf9c1c821850a522e78cf;/poradna/;http://www.shop5.cz/
14;1076549279;194.228.179.14;4182c1a971721b5624b222864c88b65d;/ct/?c=166;http://www.shop4.cz/dt/?c=14827
12;1076549283;195.47.26.26;9fd34a1c8b90a3bdd8381953c9e5d6cf;/findf/?full=dbb-t;http://www.shop3.cz/
14;1076549291;194.228.179.14;4182c1a971721b5624b222864c88b65d;/ls/?id=59;http://www.shop4.cz/ct/?c=166
14;1076549298;194.228.179.14;4182c1a971721b5624b222864c88b65d;/ls/index.php?&id=59&view=1,2,3,4,5,6,11,12&sort=,_4;http://www.shop4.cz/ls/?id=59
14;1076549305;194.228.179.14;4182c1a971721b5624b222864c88b65d;/dt/?c=2740;http://www.shop4.cz/ls/index.php?&id=59&view=1,2,3,4,5,6,11,12&sort=,_4
12;1076549306;195.47.26.26;9fd34a1c8b90a3bdd8381953c9e5d6cf;/findf/?full=dvb-t;http://www.shop3.cz/
14;1076549315;194.228.179.14;4182c1a971721b5624b222864c88b65d;/dt/?c=2775;http://www.shop4.cz/ls/index.php?&id=59&view=1,2,3,4,5,6,11,12&sort=,_4
10;1076549318;62.24.81.191;d24405e9ca48f5973ea4f3a37b4579e8;/popup/?id=742;
10;1076549319;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ct/?c=141;http://www.shop1.cz/
10;1076549327;193.85.66.190;79e718c29dde238fba80d837b99248cd;/txt/?c=546;http://www.shop1.cz/
14;1076549337;194.228.179.14;4182c1a971721b5624b222864c88b65d;/dt/?c=2755;http://www.shop4.cz/ls/index.php?&id=59&view=1,2,3,4,5,6,11,12&sort=,_4
12;1076549341;212.20.116.23;3c9ecc1dc1263a02d0f0f2272ecf3097;/;http://www.shop.cz/
10;1076549341;65.54.188.18;45da1d53848777a74c21c7879220f31b;/dt/?c=227&tisk=ano&komentare=1&tisk=ano&tisk=ano;
10;1076549343;62.24.81.191;d24405e9ca48f5973ea4f3a37b4579e8;/dt/?c=13723&komentare=1;http://www.shop1.cz/dt/?c=13723
14;1076549348;194.228.179.14;4182c1a971721b5624b222864c88b65d;/dt/?c=11980;http://www.shop4.cz/ls/index.php?&id=59&view=1,2,3,4,5,6,11,12&sort=,_4
14;1076549349;194.228.146.18;6cfa658f6d6343d6c23aa3970c961713;/kontakt/;http://www.shop4.cz/
11;1076549372;64.68.82.164;9341bb60072e51464f6a7970246810c8;/dt/obr.php?id=7846;
12;1076549377;212.20.116.23;3c9ecc1dc1263a02d0f0f2272ecf3097;/ct/?c=156;http://www.shop3.cz/
11;1076549387;131.107.137.37;cacc03e186ae2fa1a731e9df9358ac8b;/poradna/index.php?th=5319&ths=1&tisk=ano;
14;1076549390;64.68.82.33;bd922bfb3039ef92ec7bab3c773e2dbc;/dt/obr.php?id=4121;
14;1076549396;194.228.146.18;6cfa658f6d6343d6c23aa3970c961713;/kontakt/?tisk=ano;http://www.shop4.cz/kontakt/
14;1076549417;65.54.188.29;08a452efb4b03c8e41776e02d39ca8aa;/dt/?c=5031&tisk=ano;
15;1076549425;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/;http://www.shop1.cz/txt/?c=546
14;1076549426;64.68.82.144;fee73c759fb18438bc5bed0b8b8f7cad;/dt/?c=8936;
14;1076549429;64.68.82.178;f016864904d4b050a4110598102cbfa9;/poradna/index.php?&o=od;
14;1076549434;64.68.82.27;3f401af1005afec3ec88c5dfe925eebb;/dt/obr.php?id=4911;
14;1076549438;65.54.188.29;59d06f5466e8de59f60ccdb4f64bc717;/dt/?c=2542&tisk=ano;
14;1076549444;64.68.82.164;64e3df156904faec2ba75aad522b39ae;/dt/?c=8232&tisk=ano;
14;1076549445;64.68.82.164;779b6ffbaafd032657fe536cc9c486a9;/dt/obr.php?id=18818;
14;1076549455;65.54.188.29;dc837d37381406429cb1d94688ba7e2e;/dt/cetelem.php?castka=23190&typ=deset;
14;1076549455;64.68.82.37;a9afde56818a123a7f4b1a22121d45a7;/dt/obr.php?id=3758;
10;1076549456;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/?id=3;http://www.shop1.cz/ct/?c=141
14;1076549466;64.68.82.164;68c816d1714a37899ddf31fd6eb08ad5;/dt/?c=8259&tisk=ano;
14;1076549466;65.54.188.29;5b9423d7eb97d2d80f184cfae9afc0ec;/dt/?c=4966&tisk=ano;
10;1076549471;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19;http://www.shop1.cz/ls/?id=3
10;1076549474;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=20;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19
10;1076549478;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=40;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=20
10;1076549480;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=60;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=40
12;1076549481;195.47.26.26;9fd34a1c8b90a3bdd8381953c9e5d6cf;/dt/?c=11915;http://www.shop3.cz/findf/?full=dvb-t
10;1076549481;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=80;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=60
10;1076549483;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=80
10;1076549490;69.1.37.137;1c24c710187817ef0b5dc630ef41fea4;/;http://dir.seznam.cz/Konicky_a_volny_cas/Hobby/Fotografie/
15;1076549496;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/ls/?id=75;http://www.shop5.cz/
15;1076549501;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/ls/index.php?&id=75&view=6,9,21,29&sort=,4;http://www.shop5.cz/ls/?id=75
12;1076549501;82.202.10.65;b044d5e3cac44a1808247934086a5676;/;http://dir.seznam.cz/Nakupovani_na_internetu/Prodejci_spotrebni_elektroniky_a_elektrotechniky/Prodejci_audiovizualni_techniky/
12;1076549503;65.54.188.34;225b4e979282615948717465e4b9b214;/dt/?c=12842&tisk=ano;
15;1076549513;193.85.66.190;5a2e915d1a593a21185e06132e0000ae;/dt/?c=4822;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,4
12;1076549514;82.202.10.65;b044d5e3cac44a1808247934086a5676;/ct/?c=155;http://www.shop3.cz/
10;1076549520;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=120;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
10;1076549527;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=120
12;1076549534;82.202.10.65;b044d5e3cac44a1808247934086a5676;/ls/?id=34;http://www.shop3.cz/ct/?c=155
17;1076549535;212.20.97.154;bf885f738b43b9b7531453aa9d841b45;/ls/index.php?&id=155&sort=45,4&view=1,2,3,4,38,6,31,35;http://www.shop7.cz/ls/?id=155&sort=45
12;1076549537;65.54.188.34;ec9fad9e7b2db491a98dbe4f11ac2b6d;/dt/obr.php?id=15339;
10;1076549539;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/pridat.php?id=13881;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
10;1076549539;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
12;1076549542;65.54.188.34;7a1a0f50f6c0c86e5c57fb5f1f49ac36;/dt/?c=10169;
10;1076549544;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/pridat.php?id=13883;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
10;1076549544;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
15;1076549547;80.188.162.115;1335e5a907bdfcb547cf84c35ac5d92f;/;
10;1076549547;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/pridat.php?id=222;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
17;1076549547;212.20.97.154;bf885f738b43b9b7531453aa9d841b45;/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,4&pozice=20;http://www.shop7.cz/ls/index.php?&id=155&sort=45,4&view=1,2,3,4,38,6,31,35
10;1076549548;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
12;1076549549;195.47.26.26;9fd34a1c8b90a3bdd8381953c9e5d6cf;/znacka/?c=85;http://www.shop3.cz/dt/?c=11915
10;1076549550;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/pridat.php?id=12825;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
10;1076549550;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
10;1076549558;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/?tree=3&id=13881,13883,222,12825;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
17;1076549569;212.20.97.154;bf885f738b43b9b7531453aa9d841b45;/dt/?c=15108;http://www.shop7.cz/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,4&pozice=20
10;1076549572;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/smazat.php?id=13883;http://www.shop1.cz/df/?tree=3&id=13881,13883,222,12825
10;1076549572;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/index.php?tree=3&id=13881,222,12825;http://www.shop1.cz/df/?tree=3&id=13881,13883,222,12825
10;1076549579;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
10;1076549586;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/pridat.php?id=9698;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
10;1076549587;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
16;1076549589;63.206.169.171;95946d51e720e6e62783a9b114aa9d35;/;
10;1076549590;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/?tree=3&id=13881,222,12825,9698;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
17;1076549592;212.20.97.154;bf885f738b43b9b7531453aa9d841b45;/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,4&pozice=40;http://www.shop7.cz/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,4&pozice=20
14;1076549599;64.68.82.54;f34e441012a3c0f9f366f4817b3df1d4;/dt/?c=3417&tisk=ano;
14;1076549602;64.68.82.136;ebaa8aabd48a40d6face63ea85d89a47;/dt/?c=1679&tisk=ano;
10;1076549603;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/?tree=3&id=13881,222,12825,9698;
14;1076549606;64.68.82.68;5c815b60bda52606337d6449794da0d0;/poradna/?th=9183&ths=1;
10;1076549607;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/smazat.php?id=9698;http://www.shop1.cz/df/?tree=3&id=13881,222,12825,9698
10;1076549608;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/index.php?tree=3&id=13881,222,12825;http://www.shop1.cz/df/?tree=3&id=13881,222,12825,9698
16;1076549610;216.39.50.159;94f3df208715b0107512bd4e9a8e65ce;/;
10;1076549610;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/smazat.php?id=222;http://www.shop1.cz/df/index.php?tree=3&id=13881,222,12825
10;1076549611;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/index.php?tree=3&id=13881,12825;http://www.shop1.cz/df/index.php?tree=3&id=13881,222,12825
10;1076549612;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/smazat.php?id=13881;http://www.shop1.cz/df/index.php?tree=3&id=13881,12825
10;1076549613;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/index.php?tree=3&id=12825;http://www.shop1.cz/df/index.php?tree=3&id=13881,12825
10;1076549615;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/smazat.php?id=12825;http://www.shop1.cz/df/index.php?tree=3&id=12825
10;1076549615;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/index.php?tree=3&id=;http://www.shop1.cz/df/index.php?tree=3&id=12825
10;1076549619;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
14;1076549619;64.68.82.27;47350c4cc1b8b596e60887c8b972186b;/poradna/?th=9170&ths=1;
10;1076549624;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/pridat.php?id=9699;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
10;1076549624;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
10;1076549626;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/pridat.php?id=15158;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
10;1076549627;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
10;1076549629;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=120;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=100
10;1076549632;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/pridat.php?id=15159;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=120
10;1076549632;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=120;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=120
12;1076549635;64.68.82.142;c8ad2be2ed55799bd4eea54525ac0326;/dt/?c=7742;
10;1076549635;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/?tree=3&id=9699,15158,15159;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=120
14;1076549643;64.68.82.44;e5c7cb8b93d72606f8463e140b6d870c;/dt/obr.php?id=4543;
10;1076549644;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/?tree=3&id=9699,15158,15159;
14;1076549648;216.244.232.5;670976b542fbcabe2db89af8aa6d2edf;/dt/?c=3052;http://www.google.com/search?ie=UTF-8&oe=UTF-8&sourceid=deskbar&q=ariston+fb+51
10;1076549648;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=120;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=120
10;1076549652;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/smazat.php?id=9699;http://www.shop1.cz/df/?tree=3&id=9699,15158,15159
10;1076549652;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/index.php?tree=3&id=15158,15159;http://www.shop1.cz/df/?tree=3&id=9699,15158,15159
10;1076549654;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/smazat.php?id=15158;http://www.shop1.cz/df/index.php?tree=3&id=15158,15159
10;1076549654;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/index.php?tree=3&id=15159;http://www.shop1.cz/df/index.php?tree=3&id=15158,15159
10;1076549656;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/smazat.php?id=15159;http://www.shop1.cz/df/index.php?tree=3&id=15159
10;1076549656;193.85.66.190;79e718c29dde238fba80d837b99248cd;/df/index.php?tree=3&id=;http://www.shop1.cz/df/index.php?tree=3&id=15159
14;1076549658;216.244.232.2;59cb72473c630ac1863cf38e4df06cf9;/dt/?c=3052;
10;1076549660;193.85.66.190;79e718c29dde238fba80d837b99248cd;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=120;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,19&pozice=120
11;1076549670;66.196.90.25;036be4056a072787e68717ac79e65ec4;/dt/?c=836?&tisk=ano;
10;1076549677;131.107.137.37;b3f13bb7f943698a24e855be3c8a3035;/dt/?c=6745;
17;1076549680;212.20.97.154;bf885f738b43b9b7531453aa9d841b45;/dt/?c=14724;http://www.shop7.cz/ls/index.php?&id=155&view=1,2,3,4,38,6,31,35&sort=45,4&pozice=40
12;1076549685;66.196.90.27;0033ec0c90f11c1b4360fdfe5f30dd13;/dt/param.php?id=361;
