14;1074978002;195.70.128.222;44a9ee3fb35d37ca22a60a7b326f069f;/;http://www.caramba.cz/page.php?PgID=3
16;1074978557;62.177.106.173;4059e714fd138eb44f25b4c95576df54;/dt/?c=13127;http://www.shop6.cz/ls/?filtr=136,135&id=139&sort=&view=11,4,7,8,13,23,42
14;1074978558;194.228.136.151;bc3f2fce4a48742c658108b0d28b11bc;/znacka/?&pozice=20&c=165;http://www.google.com/search?q=d%C5%99ez+rohov%C3%BD&ie=UTF-8&oe=UTF-8&hl=cs&btnG=Vyhledat+Googlem&lr=lang_cs
14;1074978559;212.20.98.211;78febdf34b895cc3c01ffddc38b0a68b;/;
12;1074978560;62.245.104.121;cc74651af89927940aec387efdf9590c;/ls/?id=29;http://www.shop3.cz/ct/?c=153
14;1074978559;194.228.175.23;fea0c9606638f9a96a128ea9dd98764c;/ls/sety.php?id=146;http://www.shop4.cz/dt/?c=2624
14;1074978560;212.20.98.211;78febdf34b895cc3c01ffddc38b0a68b;/;
16;1074978560;62.177.106.173;4059e714fd138eb44f25b4c95576df54;/df/?tree=139&id=13432,13215;http://www.shop6.cz/dt/?c=13127
17;1074978562;62.245.67.66;1c807fdfc7ff356bdd075a8b19b7f0f0;/;http://www.shop.cz/
15;1074978561;212.90.236.188;1783a7e709ed42b1478b750302735a51;/dt/?c=14684;http://www.shop5.cz/ls/?&id=76&view=2,5,6,9,31&pozice=20
12;1074978563;62.245.104.121;cc74651af89927940aec387efdf9590c;/ls/index.php?&id=29&view=1,3,25,4,5&filtr=22;http://www.shop3.cz/ls/?id=29
14;1074978564;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/dt/?c=14812;http://www.shop4.cz/ls/sety.php?zbozi_id=4002
17;1074978565;68.86.253.35;856ef536b8cf6ed039a59b7fafcece97;/dt/obr.php?id=17062;
14;1074978565;194.228.133.103;232764044ff68d10241ffc25a59e89ca;/dt/glosar.php?id=308;
14;1074978566;212.90.225.157;e6c1d9f7df1cdac1f47222b4642f5437;/findp/preber3.php;http://www.shop4.cz/findp/?akce=9&p_3=55&p_3_=>&p_6=A&p_9=2&p_9_=>&id=46&view=1%2C2%2C3%2C6%2C4%2C16%2C5%2C12&&aktul=1
15;1074978566;62.177.97.230;0f7cb84ceca779a76a90852544a3dd15;/ls/index.php?&id=75&view=6,9,21,29&sort=,39;http://www.shop5.cz/ls/?id=75
14;1074978566;212.90.225.157;e6c1d9f7df1cdac1f47222b4642f5437;/findp/?akce=9&p_3=55&p_3_=>&p_6=A&p_9=1&p_9_=>&p_26=39&p_26_=<&id=46&view=1%2C2%2C3%2C6%2C4%2C16%2C5%2C12&&aktul=1;http://www.shop4.cz/findp/?akce=9&p_3=55&p_3_=>&p_6=A&p_9=2&p_9_=>&id=46&view=1%2C2%2C3%2C6%2C4%2C16%2C5%2C12&&aktul=1
14;1074978567;212.90.225.157;e6c1d9f7df1cdac1f47222b4642f5437;/findp/preber3.php;http://www.shop4.cz/findp/?akce=9&p_3=55&p_3_=>&p_6=A&p_9=2&p_9_=>&id=46&view=1%2C2%2C3%2C6%2C4%2C16%2C5%2C12&&aktul=1
11;1074978565;62.177.79.141;3de47e553ad332ff08739e82eeec71bb;/znacka/;http://search.centrum.cz/katalog/index.php?from=36&sec=ftxt&ss=1&mt=1&tt=2&mts=1&q=autoradia+pioneer
14;1074978567;194.228.136.151;bc3f2fce4a48742c658108b0d28b11bc;/dt/?c=11807;http://www.shop4.cz/znacka/?&pozice=20&c=165
12;1074978561;212.71.128.102;a313d7b7f9e50da0bd56ed84a797484a;/ls/?filtr=93&id=90&sort=,_16,4&view=6,4,3;http://www.shop3.cz/ls/index.php?&id=90&view=6,4,3&sort=,_16,4&pozice=100
12;1074978566;212.90.233.151;9a238d8527c050422dfaa34805393a48;/ct/?c=153;http://www.shop3.cz/dt/?c=13557
17;1074978568;62.84.131.158;9b864c493b00b73024ffb0813b9d17cd;/findp/?id=150&tisk=ano;
11;1074978567;194.228.159.58;7e236bc81e21f43b42e86a95388c1cba;/ct/?c=173;http://www.shop2.cz/
12;1074978569;212.20.123.157;d8002238f3038364fc7bc6e40e536039;/ct/?c=160;http://www.shop3.cz/znacka/?c=14
14;1074978567;212.90.225.157;e6c1d9f7df1cdac1f47222b4642f5437;/findp/?akce=9&p_3=55&p_3_=>&p_6=A&p_9=1&p_9_=<&p_26=39&p_26_=<&id=46&view=1%2C2%2C3%2C6%2C4%2C16%2C5%2C12&&aktul=1;http://www.shop4.cz/findp/?akce=9&p_3=55&p_3_=>&p_6=A&p_9=2&p_9_=>&id=46&view=1%2C2%2C3%2C6%2C4%2C16%2C5%2C12&&aktul=1
12;1074978568;66.196.72.67;ac92bd9c8a92b2be08f5358f3933f5a5;/dt/?c=9970?&tisk=ano;
14;1074978572;212.20.118.221;4aa7add5f72f127ed9bfe3e70dcd5871;/ls/preber.php;http://www.shop4.cz/ls/?filtr=40&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez
14;1074978572;212.20.118.221;4aa7add5f72f127ed9bfe3e70dcd5871;/ls/?filtr=&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez;http://www.shop4.cz/ls/?filtr=40&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez
14;1074978573;212.20.118.221;4aa7add5f72f127ed9bfe3e70dcd5871;/ls/preber.php;http://www.shop4.cz/ls/?filtr=40&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez
12;1074978573;194.212.176.125;13228c2d084ef1b99f29c66e867e1121;/dt/?c=9308;http://search.yahoo.com/search?p=29PT5606&ei=UTF-8&fr=fp-tab-web-t&n=20&fl=0&x=wrt
14;1074978573;212.20.118.221;4aa7add5f72f127ed9bfe3e70dcd5871;/ls/?filtr=42&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez;http://www.shop4.cz/ls/?filtr=40&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez
16;1074978573;213.235.76.201;9fa878ff748ba4d85ba3afc4243ecc6b;/ls/?id=114&session=747657f640a3a44dbdfd4c7a05beb6b1;http://www.shop6.cz/df/?tree=139&id=15522,15525
12;1074978576;62.245.104.121;cc74651af89927940aec387efdf9590c;/ls/index.php?&id=29&view=1,3,25,4,5&filtr=22&pozice=20;http://www.shop3.cz/ls/index.php?&id=29&view=1,3,25,4,5&filtr=22
14;1074978576;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/ct/?c=167;http://www.shop4.cz/dt/?c=14812
15;1074978576;62.177.97.230;0f7cb84ceca779a76a90852544a3dd15;/ls/index.php?&id=75&view=6,9,21,29&sort=,39,4;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,39
15;1074978574;82.202.8.73;86a24de669d03685f55cbf0d712fc356;/ls/?id=76;http://www.shop5.cz/
14;1074978577;212.90.225.157;e6c1d9f7df1cdac1f47222b4642f5437;/findp/preber3.php;http://www.shop4.cz/findp/?akce=9&p_3=55&p_3_=>&p_6=A&p_9=1&p_9_=<&p_26=39&p_26_=<&id=46&view=1%2C2%2C3%2C6%2C4%2C16%2C5%2C12&&aktul=1
14;1074978578;195.122.217.132;ed1a3092594f500e9f2eaffd4ffacca2;/;
14;1074978579;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/ls/?id=61;http://www.shop4.cz/ct/?c=167
14;1074978578;212.90.225.157;e6c1d9f7df1cdac1f47222b4642f5437;/ls/?&p_3=55&p_3_=>&p_6=A&p_9=1&p_9_=<&p_26=39&p_26_=<&id=46&view=1%2C2%2C3%2C6%2C4%2C16%2C5%2C12&&aktul=1;http://www.shop4.cz/findp/?akce=9&p_3=55&p_3_=>&p_6=A&p_9=1&p_9_=<&p_26=39&p_26_=<&id=46&view=1%2C2%2C3%2C6%2C4%2C16%2C5%2C12&&aktul=1
15;1074978577;62.129.48.186;bfa80837a17043585c9343ece5cf39ff;/ls/?id=75;http://www.shop5.cz/
11;1074978580;213.235.136.237;24560eca52db7762b51259d14124a0f4;/dt/param.php?id=380;
14;1074978579;212.20.99.250;90d9f02bcb7b46e493556ebaccc77dd1;/znacka/?c=36;http://www.shop4.cz/dt/?c=15563
11;1074978580;24.14.49.235;3aa7ae78dc54309414bc4cad75695fa3;/obchody-elektro/;http://www.shop2.cz/ct/?c=157
14;1074978580;212.20.118.221;4aa7add5f72f127ed9bfe3e70dcd5871;/dt/?c=3287;http://www.shop4.cz/ls/?filtr=42&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez
14;1074978581;194.228.175.23;fea0c9606638f9a96a128ea9dd98764c;/dt/?c=12246;http://www.shop4.cz/ls/sety.php?id=146
12;1074978581;62.245.104.121;cc74651af89927940aec387efdf9590c;/dt/?c=9307;http://www.shop3.cz/ls/index.php?&id=29&view=1,3,25,4,5&filtr=22&pozice=20
14;1074978583;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/ls/preber.php;http://www.shop4.cz/ls/?id=61
14;1074978583;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/ls/?filtr=40&id=61&sort=&view=1,2,3,5,7,8;http://www.shop4.cz/ls/?id=61
14;1074978583;212.20.98.211;78febdf34b895cc3c01ffddc38b0a68b;/ct/?c=161;http://www.shop4.cz
10;1074978580;194.108.233.209;5a0aa80d7852676f51364a37380ce757;/ls/?filtr=1&id=3&sort=&view=1,9,11,29,35;http://www.shop1.cz/ls/?id=3
11;1074978586;62.177.79.141;3de47e553ad332ff08739e82eeec71bb;/ct/?c=372;http://www.shop2.cz/znacka/
11;1074978587;62.177.79.141;3de47e553ad332ff08739e82eeec71bb;/ct/?c=372;http://www.shop2.cz/znacka/
10;1074978588;194.228.206.134;68c8b2417db6a4c2142f3fee2fdea539;/ls/index.php?&id=3&view=1,9,11,29,35&filtr=8&sort=,11;http://www.shop1.cz/ls/?filtr=8&id=3&sort=&view=1,9,11,29,35
17;1074978588;62.84.131.158;f9d3407c79fb79f2b87bde079357a47a;/findp/?id=160&tisk=ano;
11;1074978585;194.228.159.58;7e236bc81e21f43b42e86a95388c1cba;/dt/?c=7220;http://www.shop2.cz/ct/?c=173
16;1074978588;213.235.76.201;9fa878ff748ba4d85ba3afc4243ecc6b;/ls/?id=121;http://www.shop6.cz/ls/?id=114&session=747657f640a3a44dbdfd4c7a05beb6b1
14;1074978588;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/dt/?c=3240;http://www.shop4.cz/ls/?filtr=40&id=61&sort=&view=1,2,3,5,7,8
14;1074978589;212.20.98.211;78febdf34b895cc3c01ffddc38b0a68b;/ls/?id=46;http://www.shop4.cz/ct/?c=161
15;1074978590;24.14.49.235;ed42cf238a4148a20c801edc9dbfea48;/;http://www.shop2.cz/obchody-elektro/
14;1074978590;194.228.136.151;bc3f2fce4a48742c658108b0d28b11bc;/dt/?c=11797;http://www.shop4.cz/znacka/?&pozice=20&c=165
14;1074978590;212.20.98.211;78febdf34b895cc3c01ffddc38b0a68b;/ls/?id=46;http://www.shop4.cz/ct/?c=161
11;1074978592;194.228.171.173;55bbb20b867c9f65672c3353ea7c9c96;/ls/?id=12;http://www.shop2.cz/ct/?c=146
14;1074978596;194.228.133.103;232764044ff68d10241ffc25a59e89ca;/dt/glosar.php?id=305;
16;1074978594;213.235.76.201;9fa878ff748ba4d85ba3afc4243ecc6b;/ls/?id=113;http://www.shop6.cz/ls/?id=121
15;1074978595;209.237.238.174;d3e6a3ca297a019d7a250eb6f6eb5581;/dt/?c=13492;
10;1074978598;194.228.206.134;68c8b2417db6a4c2142f3fee2fdea539;/dt/?c=9655;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&filtr=8&sort=,11
10;1074978599;194.108.233.209;5a0aa80d7852676f51364a37380ce757;/ls/preber.php;http://www.shop1.cz/ls/?filtr=1&id=3&sort=&view=1,9,11,29,35
14;1074978598;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/dt/?c=3241;http://www.shop4.cz/ls/?filtr=40&id=61&sort=&view=1,2,3,5,7,8
14;1074978600;212.90.236.35;c9490db41f7b5603067f1afe0d7445ed;/ls/preber.php;http://www.shop4.cz/ls/index.php?&id=46&view=1,2,3,6,9,24,4,27,28,30,31,16,5&filtr=43&sort=,4
10;1074978600;194.108.233.209;5a0aa80d7852676f51364a37380ce757;/ls/preber.php;http://www.shop1.cz/ls/?filtr=1&id=3&sort=&view=1,9,11,29,35
14;1074978601;194.228.136.151;bc3f2fce4a48742c658108b0d28b11bc;/dt/?c=11024;http://www.shop4.cz/znacka/?&pozice=20&c=165
11;1074978601;213.235.136.237;24560eca52db7762b51259d14124a0f4;/popup/?id=536;
16;1074978600;213.235.76.201;9fa878ff748ba4d85ba3afc4243ecc6b;/ls/?id=114;http://www.shop6.cz/ls/?id=113
11;1074978599;62.177.79.141;3de47e553ad332ff08739e82eeec71bb;/ls/?id=87;http://www.shop2.cz/ct/?c=372
14;1074978600;212.90.236.35;c9490db41f7b5603067f1afe0d7445ed;/ls/?filtr=39,43&id=46&sort=,4&view=1,2,3,6,9,24,4,27,28,30,31,16,5;http://www.shop4.cz/ls/index.php?&id=46&view=1,2,3,6,9,24,4,27,28,30,31,16,5&filtr=43&sort=,4
14;1074978603;212.20.118.221;4aa7add5f72f127ed9bfe3e70dcd5871;/ls/preber.php;http://www.shop4.cz/ls/?filtr=42&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez
14;1074978604;212.90.236.35;c9490db41f7b5603067f1afe0d7445ed;/ls/preber.php;http://www.shop4.cz/ls/?filtr=39,43&id=46&sort=,4&view=1,2,3,6,9,24,4,27,28,30,31,16,5
16;1074978604;213.235.76.201;9fa878ff748ba4d85ba3afc4243ecc6b;/ls/preber.php;http://www.shop6.cz/ls/?id=114
16;1074978604;213.235.76.201;9fa878ff748ba4d85ba3afc4243ecc6b;/ls/?filtr=137&id=114&sort=&view=1,2,3,4,5;http://www.shop6.cz/ls/?id=114
14;1074978603;212.20.118.221;4aa7add5f72f127ed9bfe3e70dcd5871;/ls/?filtr=42,44&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez;http://www.shop4.cz/ls/?filtr=42&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez
14;1074978604;212.90.236.35;c9490db41f7b5603067f1afe0d7445ed;/ls/?filtr=39&id=46&sort=,4&view=1,2,3,6,9,24,4,27,28,30,31,16,5;http://www.shop4.cz/ls/?filtr=39,43&id=46&sort=,4&view=1,2,3,6,9,24,4,27,28,30,31,16,5
11;1074978604;194.228.171.173;55bbb20b867c9f65672c3353ea7c9c96;/dt/?c=11885;http://www.shop2.cz/ls/?id=12
15;1074978597;82.202.8.73;86a24de669d03685f55cbf0d712fc356;/dt/?c=14381;http://www.shop5.cz/ls/?id=76
17;1074978608;62.84.131.158;25b618bc55db4c9ad12e838bfc1004e2;/findp/?id=161&tisk=ano;
10;1074978602;194.108.233.209;5a0aa80d7852676f51364a37380ce757;/ls/?filtr=5&id=3&sort=&view=1,9,11,29,35;http://www.shop1.cz/ls/?filtr=1&id=3&sort=&view=1,9,11,29,35
15;1074978587;62.177.97.230;0f7cb84ceca779a76a90852544a3dd15;/dt/?c=4822;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,39,4
14;1074978612;212.20.118.221;4aa7add5f72f127ed9bfe3e70dcd5871;/ls/preber.php;http://www.shop4.cz/ls/?filtr=42,44&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez
11;1074978609;160.218.40.11;c2804c6c8a0880d5262a9da8f20bb366;/ct/?c=173;http://www.google.com/search?q=CM-TECH+CA-1000+
12;1074978609;212.90.233.151;9a238d8527c050422dfaa34805393a48;/akce/;http://www.shop3.cz/ct/?c=153
14;1074978612;212.20.118.221;4aa7add5f72f127ed9bfe3e70dcd5871;/ls/?filtr=42,44,43&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez;http://www.shop4.cz/ls/?filtr=42,44&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez
14;1074978614;194.228.136.151;bc3f2fce4a48742c658108b0d28b11bc;/dt/?c=11026;http://www.shop4.cz/znacka/?&pozice=20&c=165
16;1074978614;213.235.76.201;9fa878ff748ba4d85ba3afc4243ecc6b;/dt/?c=9829;http://www.shop6.cz/ls/?filtr=137&id=114&sort=&view=1,2,3,4,5
14;1074978615;194.228.133.103;232764044ff68d10241ffc25a59e89ca;/dt/glosar.php?id=306;
17;1074978617;68.86.253.35;856ef536b8cf6ed039a59b7fafcece97;/akce/?kat=239;http://www.shop7.cz/akce/
15;1074978618;194.228.159.58;cc73b8cde2056e815c94c461f45d8b5b;/;http://www.shop2.cz/dt/?c=7220
14;1074978618;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/dt/?c=2995;http://www.shop4.cz/dt/?c=14812
12;1074978619;195.146.126.250;a23f379cc9b6da9b6f26a10aef2c0b3f;/znacka/?c=25;http://search1.seznam.cz/search.cgi?mod=g-p-y&w=recenze+thomson+dth+231E
14;1074978621;195.122.217.132;ed1a3092594f500e9f2eaffd4ffacca2;/ct/?c=166;http://www.shop4.cz
10;1074978619;194.108.232.146;dfb5fede6a5245eacb15a373595c9817;/dt/?c=13873;http://www.shop1.cz/ls/?filtr=5&id=3&sort=&view=1,9,11,29,35
15;1074978621;212.90.236.188;1783a7e709ed42b1478b750302735a51;/ls/?&id=76&view=2,5,6,9,31&pozice=40;http://www.shop5.cz/ls/?&id=76&view=2,5,6,9,31&pozice=20
14;1074978622;212.20.118.221;4aa7add5f72f127ed9bfe3e70dcd5871;/dt/?c=15613;http://www.shop4.cz/ls/?filtr=42,44,43&id=61&sort=&view=1,2,3,5,7,8&p_3=nerez&p_6=4&p_6_==&p_7=nerez
10;1074978623;194.228.206.134;68c8b2417db6a4c2142f3fee2fdea539;/dt/prisl.php?id=15807;
11;1074978621;194.228.171.173;55bbb20b867c9f65672c3353ea7c9c96;/ls/?id=12;http://www.shop2.cz/ct/?c=146
14;1074978623;194.228.136.151;bc3f2fce4a48742c658108b0d28b11bc;/dt/?c=11028;http://www.shop4.cz/znacka/?&pozice=20&c=165
15;1074978624;62.129.48.186;bfa80837a17043585c9343ece5cf39ff;/ls/preber.php;http://www.shop5.cz/ls/?id=75
14;1074978622;62.177.74.158;3ad2131e64d10809cd778f5baf3a1b99;/;
12;1074978625;160.218.40.10;c3de072e2bd95930717b3ea679c36942;/ls/preber.php;http://www.shop3.cz/ls/?&id=30&view=1,3,25,4,5&p_25=ano&p_4=ano&p_28=ano&pozice=40
16;1074978625;62.177.106.173;4059e714fd138eb44f25b4c95576df54;/dt/?c=13127;http://www.shop6.cz/ls/?filtr=136,135&id=139&sort=&view=11,4,7,8,13,23,42
17;1074978628;62.84.131.161;aea6c1d8099b1168ed30537c3f3d78d8;/findp/?id=131&tisk=ano;
15;1074978628;62.129.48.186;bfa80837a17043585c9343ece5cf39ff;/ls/?filtr=16&id=75&sort=&view=6,9,21,29;http://www.shop5.cz/ls/?id=75
17;1074978627;212.11.109.42;1359e25ca181631a5ea1af31c64ea44c;/;http://katalog.centrum.cz/kat.php?op=section&sid=5635
16;1074978626;62.177.95.122;c9519ed9a75139ce200295a41e4275e0;/;
14;1074978629;213.235.129.95;7e75e316db3fe1b8450989fc0b6ac6a5;/ct/?c=510;http://www.shop4.cz/
12;1074978626;195.146.126.250;a23f379cc9b6da9b6f26a10aef2c0b3f;/poradna/;http://www.shop3.cz/znacka/?c=25
15;1074978628;212.90.236.188;1783a7e709ed42b1478b750302735a51;/dt/?c=13755;http://www.shop5.cz/ls/?&id=76&view=2,5,6,9,31&pozice=40
12;1074978627;160.218.40.10;c3de072e2bd95930717b3ea679c36942;/ls/?filtr=25&id=30&sort=&view=1,3,25,4,5&p_25=ano&p_4=ano&p_28=ano;http://www.shop3.cz/ls/?&id=30&view=1,3,25,4,5&p_25=ano&p_4=ano&p_28=ano&pozice=40
14;1074978632;194.228.136.151;bc3f2fce4a48742c658108b0d28b11bc;/dt/?c=11031;http://www.shop4.cz/znacka/?&pozice=20&c=165
15;1074978627;160.218.40.11;68d9ff01da9c54f24be4981812409a91;/dt/?c=15291;http://www.shop5.cz/ls/?id=76
15;1074978632;194.228.159.58;cc73b8cde2056e815c94c461f45d8b5b;/ls/?id=76;http://www.shop5.cz/
15;1074978635;62.129.48.186;bfa80837a17043585c9343ece5cf39ff;/ls/preber.php;http://www.shop5.cz/ls/?filtr=16&id=75&sort=&view=6,9,21,29
16;1074978635;62.177.106.173;4059e714fd138eb44f25b4c95576df54;/ls/preber.php;http://www.shop6.cz/ls/?filtr=136,135&id=139&sort=&view=11,4,7,8,13,23,42
15;1074978635;62.129.48.186;bfa80837a17043585c9343ece5cf39ff;/ls/?filtr=16,8&id=75&sort=&view=6,9,21,29;http://www.shop5.cz/ls/?filtr=16&id=75&sort=&view=6,9,21,29
16;1074978635;62.177.106.173;4059e714fd138eb44f25b4c95576df54;/ls/?filtr=135&id=139&sort=&view=11,4,7,8,13,23,42;http://www.shop6.cz/ls/?filtr=136,135&id=139&sort=&view=11,4,7,8,13,23,42
11;1074978637;194.228.171.173;55bbb20b867c9f65672c3353ea7c9c96;/ct/?c=147;http://www.shop2.cz/ls/?id=12
14;1074978636;212.90.225.157;e6c1d9f7df1cdac1f47222b4642f5437;/dt/?c=10443;http://www.shop4.cz/ls/?&p_3=55&p_3_=>&p_6=A&p_9=1&p_9_=<&p_26=39&p_26_=<&id=46&view=1%2C2%2C3%2C6%2C4%2C16%2C5%2C12&&aktul=1
10;1074978631;62.141.24.1;6b16d3a738c5f7205b98c57d0a9fddd0;/ls/index.php?&id=3&view=1,9,11,29,35&filtr=5;http://www.shop1.cz/ls/?&id=3&view=1,9,11,29,35&pozice=120
15;1074978640;194.228.159.58;cc73b8cde2056e815c94c461f45d8b5b;/ls/preber.php;http://www.shop5.cz/ls/?id=76
11;1074978639;62.177.79.141;3de47e553ad332ff08739e82eeec71bb;/ls/?&id=87&view=1,8,11,19&pozice=20;http://www.shop2.cz/ls/?id=87
14;1074978641;194.228.136.151;bc3f2fce4a48742c658108b0d28b11bc;/znacka/?&pozice=40&c=165;http://www.shop4.cz/znacka/?&pozice=20&c=165
14;1074978640;62.24.85.106;f0312526e82b591a9ab52b32c57d9dbf;/dt/?c=2995&komentare=1;http://www.shop4.cz/dt/?c=2995
15;1074978642;62.129.48.186;bfa80837a17043585c9343ece5cf39ff;/ls/preber.php;http://www.shop5.cz/ls/?filtr=16,8&id=75&sort=&view=6,9,21,29
15;1074978640;194.228.159.58;cc73b8cde2056e815c94c461f45d8b5b;/ls/?filtr=68&id=76&sort=&view=2,5,6,9,31;http://www.shop5.cz/ls/?id=76
14;1074978642;194.228.133.103;232764044ff68d10241ffc25a59e89ca;/dt/param.php?id=27;
15;1074978642;62.129.48.186;bfa80837a17043585c9343ece5cf39ff;/ls/?filtr=16,8,25&id=75&sort=&view=6,9,21,29;http://www.shop5.cz/ls/?filtr=16,8&id=75&sort=&view=6,9,21,29
14;1074978641;212.20.98.211;78febdf34b895cc3c01ffddc38b0a68b;/findf/?full=200cm%2Cnerez&x=5&y=6;http://www.shop4.cz/ls/?id=46
14;1074978644;213.235.129.95;7e75e316db3fe1b8450989fc0b6ac6a5;/ct/?c=165;http://www.shop4.cz/ct/?c=510
15;1074978642;62.177.97.230;0f7cb84ceca779a76a90852544a3dd15;/dt/?c=15395;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,39,4
17;1074978643;212.11.109.42;1359e25ca181631a5ea1af31c64ea44c;/ls/?id=154&sort=_35;http://www.shop7.cz/
10;1074978643;194.108.232.146;dfb5fede6a5245eacb15a373595c9817;/dt/?c=6251;http://www.shop1.cz/ls/?filtr=5&id=3&sort=&view=1,9,11,29,35
16;1074978643;62.177.106.173;4059e714fd138eb44f25b4c95576df54;/dt/?c=12242;http://www.shop6.cz/ls/?filtr=135&id=139&sort=&view=11,4,7,8,13,23,42
14;1074978647;194.228.136.151;bc3f2fce4a48742c658108b0d28b11bc;/dt/?c=11794;http://www.shop4.cz/znacka/?&pozice=40&c=165
15;1074978648;82.202.8.73;86a24de669d03685f55cbf0d712fc356;/ls/preber.php;http://www.shop5.cz/ls/?id=76
17;1074978648;62.84.131.158;b9b9a5889733e3936121753573f91b02;/findp/?id=152&tisk=ano;
12;1074978644;195.146.126.250;a23f379cc9b6da9b6f26a10aef2c0b3f;/poradna/?&pozice=20;http://www.shop3.cz/poradna/
12;1074978647;212.65.193.94;5c696049a705de7245209c7940546a12;/poradna/;
16;1074978646;62.177.95.122;c9519ed9a75139ce200295a41e4275e0;/ls/?id=139;http://www.shop6.cz/
11;1074978646;160.218.40.11;c2804c6c8a0880d5262a9da8f20bb366;/ls/?id=76;http://www.shop2.cz/ct/?c=173
14;1074978651;62.177.74.158;3ad2131e64d10809cd778f5baf3a1b99;/ct/?c=497;http://www.shop4.cz/
15;1074978651;62.129.48.186;bfa80837a17043585c9343ece5cf39ff;/ls/preber.php;http://www.shop5.cz/ls/?filtr=16,8,25&id=75&sort=&view=6,9,21,29
15;1074978652;62.129.48.186;bfa80837a17043585c9343ece5cf39ff;/ls/?filtr=70,16,8,25&id=75&sort=&view=6,9,21,29;http://www.shop5.cz/ls/?filtr=16,8,25&id=75&sort=&view=6,9,21,29
14;1074978652;62.177.74.158;3ad2131e64d10809cd778f5baf3a1b99;/ct/?c=497;http://www.shop4.cz/
12;1074978652;212.65.233.31;c065ad2a1d8fca49f44b752f9bc61b8c;/ls/?id=36;
12;1074978651;212.20.123.157;d8002238f3038364fc7bc6e40e536039;/ls/?id=41;http://www.shop3.cz/ct/?c=160
15;1074978653;62.177.97.230;0f7cb84ceca779a76a90852544a3dd15;/dt/?c=14690;http://www.shop5.cz/ls/index.php?&id=75&view=6,9,21,29&sort=,39,4
15;1074978658;62.129.48.186;bfa80837a17043585c9343ece5cf39ff;/ls/preber.php;http://www.shop5.cz/ls/?filtr=70,16,8,25&id=75&sort=&view=6,9,21,29
10;1074978656;212.71.160.201;811518ae4157402f4110511a315a9367;/ls/index.php?&id=3&view=1,9,11,29,35&sort=,4&pozice=40;http://www.shop1.cz/ls/index.php?&id=3&view=1,9,11,29,35&sort=,4&pozice=20
14;1074978658;194.228.136.151;bc3f2fce4a48742c658108b0d28b11bc;/dt/?c=11796;http://www.shop4.cz/znacka/?&pozice=40&c=165
15;1074978650;82.202.8.73;86a24de669d03685f55cbf0d712fc356;/ls/?filtr=68&id=76&sort=&view=2,5,6,9,31;http://www.shop5.cz/ls/?id=76
15;1074978658;62.129.48.186;bfa80837a17043585c9343ece5cf39ff;/ls/?filtr=70,166,16,8,25&id=75&sort=&view=6,9,21,29;http://www.shop5.cz/ls/?filtr=70,16,8,25&id=75&sort=&view=6,9,21,29
12;1074978659;195.146.126.250;a23f379cc9b6da9b6f26a10aef2c0b3f;/poradna/?th=25743&ths=1;http://www.shop3.cz/poradna/?&pozice=20
11;1074978661;68.86.253.35;b0f368d6021f166d51c4f11cd779bc2b;/;
14;1074978663;195.122.217.132;ed1a3092594f500e9f2eaffd4ffacca2;/ct/?c=166;http://www.shop4.cz
10;1074978663;80.188.18.218;f8551a5911f51e45cdd6bc23f125436f;/dt/?c=14983;http://www.shop1.cz/
